0,850920
-0,539760
-0,760249
0,667724
0,039280
-0,931835
0,720952
-0,738534
0,354049
0,165974
-0,880075
0,330337
-0,893372
-0,686670
0,588640
0,858676
-0,923970
-0,814767
0,910972
-0,215825
0,920128
-0,881062
0,431953
0,281059
0,307458
-0,226107
-0,276235
0,416501
-0,906804
-0,126075
-0,760475
0,935004
0,383188
0,368664
-0,232262
0,244413
-0,732149
-0,793470
-0,745071
-0,950104
-0,521563
-0,240062
0,732654
0,967405
0,759735
-0,134902
0,078232
-0,204655
-0,819677
0,755581
-0,157807
0,204329
0,125468
0,054058
0,072329
-0,923069
0,180372
-0,391690
0,819695
-0,552485
0,452576
0,099640
0,757294
-0,992228
0,877614
0,628910
-0,747803
0,925377
0,831038
0,743811
0,983596
0,497259
-0,830012
0,076995
0,248044
0,229137
0,316867
-0,231428
-0,633072
-0,651132
0,971466
-0,546107
0,113281
-0,592540
0,450918
-0,847684
-0,003231
-0,598481
0,233892
0,482950
-0,304956
0,182556
0,040864
-0,695984
0,637640
-0,184622
0,627158
0,328374
0,202213
0,684757
0,257265
0,087644
-0,877384
0,093740
-0,361601
0,593211
0,288778
0,288379
-0,189751
0,003579
0,331479
-0,436497
0,918930
0,699075
-0,685786
-0,774273
0,916273
0,203548
0,548042
-0,904932
0,873979
-0,576200
-0,273911
0,492399
-0,848942
-0,291053
-0,684178
0,139058
0,492422
0,724252
-0,221966
-0,121259
-0,360443
-0,931895
0,622095
0,818128
-0,334972
-0,658831
0,258906
-0,072545
-0,647207
-0,288270
-0,091149
-0,934495
0,265461
0,761778
-0,157272
0,625665
0,207844
0,426199
0,394388
-0,326013
0,638654
0,338243
0,136075
-0,005409
0,774386
-0,114668
0,721006
-0,449105
0,707909
-0,473894
0,093920
-0,382896
-0,657120
0,131702
-0,053422
-0,780868
0,442560
-0,589637
0,529899
0,361917
-0,888723
-0,169820
0,525747
0,596196
-0,829808
-0,098837
0,169650
-0,225491
0,290829
-0,878278
-0,814909
0,036327
-0,778257
0,836104
-0,221009
-0,612442
-0,674605
0,719462
-0,401188
-0,434009
-0,385748
0,154724
0,014579
-0,382167
-0,737408
-0,649659
0,919591
0,809785
0,311950
0,006005
0,843910
0,642693
0,400709
-0,718867
0,677812
-0,032893
-0,685722
-0,618958
0,567831
-0,005709
-0,261570
0,857555
-0,341354
0,879009
0,313230
0,186265
-0,503461
0,675654
0,191112
-0,706067
0,547397
0,932485
-0,926576
0,933420
-0,552568
0,799646
0,594497
0,995300
0,324541
0,589157
0,759324
0,794910
-0,604379
-0,166955
0,865086
0,664414
-0,611981
0,645601
0,148342
0,032963
0,518151
0,515049
-0,489810
0,048500
0,384658
0,452122
-0,413078
-0,406767
-0,717597
0,812947
0,446743
-0,995165
-0,074260
0,597280
-0,219788
0,923513
0,462852
-0,850586
0,948911
0,767014
-0,536742
-0,477551
0,466169
0,967277
-0,458039
0,766448
0,257585
0,963505
-0,402379
0,554448
0,191028
-0,360105
0,916523
-0,606542
0,109778
-0,199003
0,592692
0,596341
-0,560872
0,242626
-0,343841
-0,923692
0,770686
0,933273
-0,447982
-0,795231
0,965682
-0,292889
0,366028
0,747638
-0,272987
0,122326
0,623194
0,924540
-0,282284
-0,202977
0,176239
-0,227552
0,013866
-0,119989
-0,648545
0,100857
0,070557
-0,496431
-0,293177
-0,912391
0,190709
-0,431844
0,753383
-0,997970
-0,523548
-0,661792
0,327616
0,646712
-0,050168
0,803330
0,681922
0,312940
0,297933
0,189064
0,053439
-0,157275
-0,136171
0,058052
0,945502
-0,925220
-0,256969
0,168837
0,476355
0,926068
0,582250
0,225236
-0,633585
0,016651
0,347546
-0,522629
-0,307168
0,645134
-0,269022
0,332892
-0,759208
-0,683574
-0,845123
0,600763
-0,667960
0,848000
-0,256228
-0,514382
0,611411
0,821331
0,736747
-0,359942
-0,023863
-0,487254
-0,708262
0,507410
-0,078258
-0,483648
0,043395
-0,244858
0,611241
-0,961565
0,166094
-0,757282
0,006980
0,736462
0,922572
-0,787642
0,101480
-0,239321
0,095043
0,277214
-0,937714
0,096681
0,845273
-0,692463
-0,434398
0,323983
0,129976
-0,377997
-0,659878
-0,880683
0,210863
0,528885
-0,943222
0,122086
-0,514936
-0,211565
-0,160162
-0,433758
-0,649787
-0,461949
-0,780251
0,684677
0,867197
-0,047183
0,177133
0,109525
-0,596191
0,700340
0,406615
0,577678
0,221726
0,374201
-0,097491
0,387323
0,934181
0,831462
0,635204
0,624658
0,578813
0,029476
0,599707
-0,143942
-0,777410
0,735311
-0,666707
-0,105576
0,102233
-0,270321
-0,287736
0,947001
-0,506915
0,936349
-0,294601
0,644520
0,232848
0,629359
0,812997
0,028453
0,617582
0,774432
-0,076753
0,172722
-0,359786
-0,378710
0,100686
-0,869440
0,104174
0,749719
-0,366796
-0,272189
0,068235
0,432199
0,674850
-0,471639
-0,224415
-0,576721
-0,126080
0,480156
-0,192486
0,133388
-0,184577
-0,900772
-0,808617
0,687527
-0,044729
0,775058
-0,861265
-0,994196
0,667908
-0,828546
0,711906
-0,193493
0,154711
0,323852
-0,532514
-0,640368
0,460067
0,005843
-0,191630
0,444097
-0,653087
-0,349324
0,426412
-0,050466
-0,809355
0,986644
0,284280
-0,359247
-0,853785
0,786187
-0,140338
-0,103390
0,967694
-0,869090
-0,802604
-0,395684
-0,532342
0,970042
0,088528
-0,053073
0,899521
-0,419144
-0,219853
0,622791
-0,461489
-0,459937
0,835533
0,202232
0,672560
-0,962551
-0,384509
-0,930854
0,103244
0,875604
-0,921405
0,089655
0,968395
0,004727
-0,287189
0,261886
0,036496
0,350505
0,285149
0,675255
0,624060
0,432873
-0,996042
-0,925420
-0,264624
0,291057
-0,729702
-0,006954
0,889511
-0,886344
-0,639199
-0,925379
0,870053
-0,547723
-0,828622
-0,112911
-0,860784
0,461250
0,909512
-0,956111
-0,187693
-0,360164
0,627880
-0,615491
0,378799
0,694091
-0,650066
0,693692
0,895354
-0,675320
0,464393
0,176656
-0,334016
0,182003
-0,024575
-0,417663
-0,385282
0,129663
-0,144946
0,530552
0,246990
-0,541743
0,844113
-0,417174
0,476850
-0,463442
0,880725
0,266420
-0,278005
-0,458269
-0,586537
0,514849
0,653760
0,984980
0,389667
0,322451
0,740175
0,533712
0,099629
0,323755
0,043379
0,517722
0,427295
0,138845
0,232565
0,007880
0,473045
0,790920
-0,167241
0,925511
0,291431
-0,193564
-0,112157
0,615894
-0,678161
0,788265
0,726846
-0,645644
-0,090130
0,859441
-0,381603
0,141796
0,390050
0,981453
0,708616
0,114199
-0,154927
-0,031653
-0,035039
0,478869
0,587197
-0,434740
-0,573122
-0,468185
0,864873
-0,985946
-0,194948
-0,101124
0,060459
-0,142289
0,989541
-0,769121
-0,564252
0,411551
0,448322
0,312491
-0,157555
0,349562
0,827615
0,393928
0,145373
-0,938963
-0,507617
-0,925318
0,122664
-0,337150
-0,324096
-0,256673
0,907046
0,487639
-0,558645
0,390888
0,547360
0,446876
-0,558198
0,067462
0,220679
-0,043891
0,046513
0,296372
-0,036818
0,281382
-0,739794
0,249262
0,206280
0,002209
0,537030
-0,481124
-0,133548
0,459365
0,768804
0,395316
0,533253
-0,717778
0,408417
-0,748942
-0,647672
-0,806149
-0,568379
-0,034307
0,792311
-0,539584
-0,429613
-0,413732
0,948708
0,254906
0,399924
0,706995
0,089430
-0,512941
-0,438924
-0,943081
-0,292207
0,474063
0,804641
0,635246
0,544885
-0,926294
0,195538
-0,537660
-0,213122
0,861759
0,442789
0,546222
0,993528
-0,030065
-0,321047
0,519048
0,722377
0,473841
0,501480
-0,123969
-0,283917
-0,020864
-0,390289
0,623701
0,351090
-0,216457
0,054214
0,326097
-0,821842
-0,480193
-0,329309
0,756143
-0,992352
-0,578702
-0,339071
0,540197
0,752935
0,102443
-0,119584
0,746635
-0,211604
0,264553
-0,725771
0,313560
0,946811
0,690502
-0,792995
-0,327805
0,676628
0,279178
-0,609179
0,638687
-0,380434
0,505339
0,467274
-0,970693
0,215066
-0,944697
0,825895
-0,488450
0,052010
-0,048826
0,625596
-0,630351
-0,283138
0,317924
0,728903
0,254432
-0,697741
0,609356
-0,011745
0,843894
-0,815294
0,167648
0,046847
0,413894
-0,835050
-0,943863
-0,839351
0,762871
-0,483742
-0,014807
-0,037406
-0,321982
0,029011
0,900163
-0,511386
0,267567
-0,532647
-0,967868
0,091314
-0,678351
0,844482
0,387011
0,196428
-0,806322
0,230677
0,892815
-0,090368
-0,003231
-0,146135
0,160135
0,647450
-0,984202
-0,862918
0,759590
0,333832
-0,880596
-0,060156
-0,862147
-0,417489
0,936754
0,489597
0,916250
0,044366
0,699344
-0,822875
0,848023
-0,287181
0,650421
-0,784295
-0,104331
-0,847953
0,296440
0,252535
-0,164692
0,827056
-0,318191
-0,931014
-0,896618
0,153923
0,165882
0,455442
-0,447123
0,846130
-0,892721
0,507555
0,748551
-0,981980
-0,263617
-0,203578
-0,904539
-0,529754
-0,347287
-0,457171
-0,436149
0,839868
